"N0","S0","L0","F0","I0","J0","N1","S1","L1","F1","I1","J1","latCost","actCost","totCost"
4700711,4700218,493,0,0,0,962162,895323,66759,12,54,14,3.53243e+09,9.45248e+09,1.29849e+10
4702794,4702303,491,0,0,0,962661,895799,66787,9,51,15,3.53359e+09,9.45413e+09,1.29877e+10
4704877,4704387,490,0,0,0,963160,896273,66812,10,48,17,3.53438e+09,9.45579e+09,1.29902e+10
4706961,4706474,487,0,0,0,963666,896772,66818,11,48,17,3.53485e+09,9.45761e+09,1.29925e+10
4709045,4708564,481,0,0,0,964153,897248,66829,12,45,19,3.5357e+09,9.45933e+09,1.2995e+10
4711130,4710652,478,0,0,0,964664,897728,66857,12,47,20,3.53601e+09,9.46105e+09,1.29971e+10
4713218,4712739,479,0,0,0,965177,898188,66907,12,49,21,3.53622e+09,9.46256e+09,1.29988e+10
4715307,4714828,479,0,0,0,965694,898649,66963,13,48,21,3.53667e+09,9.46414e+09,1.30008e+10
4717396,4716917,479,0,0,0,966191,899117,66992,15,47,20,3.53736e+09,9.46571e+09,1.30031e+10
4719486,4719009,477,0,0,0,966694,899586,67027,15,47,19,3.5375e+09,9.46727e+09,1.30048e+10
4721578,4721102,476,0,0,0,967207,900055,67076,14,45,17,3.53881e+09,9.46881e+09,1.30076e+10
4723670,4723194,476,0,0,0,967713,900531,67105,13,46,18,3.53935e+09,9.47041e+09,1.30098e+10
4725763,4725292,471,0,0,0,968218,901004,67138,13,45,18,3.54003e+09,9.47199e+09,1.3012e+10
4727858,4727387,471,0,0,0,968743,901495,67176,13,44,15,3.54124e+09,9.47368e+09,1.30149e+10
4729953,4729482,471,0,0,0,969250,901954,67224,12,45,15,3.54171e+09,9.47522e+09,1.30169e+10
4732050,4731579,471,0,0,0,969772,902420,67280,13,45,14,3.54232e+09,9.47678e+09,1.30191e+10
4734147,4733676,471,0,0,0,970279,902897,67307,14,46,15,3.54255e+09,9.47849e+09,1.3021e+10
4736244,4735774,470,0,0,0,970801,903391,67331,14,48,17,3.54278e+09,9.48034e+09,1.30231e+10
4738344,4737877,467,0,0,0,971310,903863,67371,13,47,16,3.54292e+09,9.48199e+09,1.30249e+10
4740444,4739978,466,0,0,0,971820,904368,67379,12,47,14,3.54399e+09,9.48384e+09,1.30278e+10
4742545,4742081,464,0,0,0,972331,904816,67433,13,51,18,3.54422e+09,9.4853e+09,1.30295e+10
4744648,4744185,463,0,0,0,972837,905260,67492,15,48,22,3.54452e+09,9.4867e+09,1.30312e+10
4746751,4746289,462,0,0,0,973346,905771,67490,15,47,23,3.54489e+09,9.48857e+09,1.30335e+10
4748856,4748393,463,0,0,0,973850,906241,67526,13,48,22,3.54532e+09,9.49009e+09,1.30354e+10
4750962,4750499,463,0,0,0,974361,906724,67557,12,47,21,3.54661e+09,9.49169e+09,1.30383e+10
4753068,4752605,463,0,0,0,974872,907187,67607,10,47,21,3.54721e+09,9.49316e+09,1.30404e+10
4755176,4754714,462,0,0,0,975387,907648,67658,12,47,22,3.54741e+09,9.49472e+09,1.30421e+10
4757285,4756824,461,0,0,0,975895,908108,67705,12,49,21,3.54801e+09,9.49621e+09,1.30442e+10
4759393,4758934,459,0,0,0,976411,908597,67736,13,46,19,3.54849e+09,9.49791e+09,1.30464e+10
4761503,4761046,457,0,0,0,976923,909089,67757,13,47,17,3.54901e+09,9.49958e+09,1.30486e+10
4763615,4763162,453,0,0,0,977436,909557,67798,15,47,19,3.54938e+09,9.50114e+09,1.30505e+10
4765727,4765275,452,0,0,0,977955,910024,67849,15,51,16,3.55004e+09,9.50271e+09,1.30527e+10
4767841,4767389,452,0,0,0,978472,910509,67876,16,56,15,3.55026e+09,9.5044e+09,1.30547e+10
4769956,4769504,452,0,0,0,978982,911002,67895,16,55,14,3.5509e+09,9.50622e+09,1.30571e+10
4772072,4771620,452,0,0,0,979493,911456,67947,18,58,14,3.55119e+09,9.5077e+09,1.30589e+10
4774188,4773737,451,0,0,0,980005,911898,68017,16,59,15,3.55217e+09,9.50909e+09,1.30613e+10
4776305,4775856,449,0,0,0,980530,912398,68039,18,57,18,3.55275e+09,9.51096e+09,1.30637e+10
4778424,4777975,449,0,0,0,981050,912895,68063,18,56,18,3.55321e+09,9.51274e+09,1.30659e+10
4780543,4780094,449,0,0,0,981579,913385,68104,17,53,20,3.55424e+09,9.51451e+09,1.30687e+10
4782663,4782216,447,0,0,0,982094,913851,68152,18,54,19,3.55483e+09,9.51605e+09,1.30709e+10
4784785,4784339,446,0,0,0,982595,914316,68187,19,54,19,3.55525e+09,9.51762e+09,1.30729e+10
4786908,4786465,443,0,0,0,983112,914831,68188,19,53,21,3.55554e+09,9.51953e+09,1.30751e+10
4789032,4788590,442,0,0,0,983624,915317,68215,17,56,19,3.55673e+09,9.52113e+09,1.30779e+10
4791157,4790717,440,0,0,0,984130,915808,68231,18,56,17,3.55747e+09,9.52285e+09,1.30803e+10
4793283,4792849,434,0,0,0,984648,916294,68264,19,55,16,3.55754e+09,9.52456e+09,1.30821e+10
4795410,4794974,436,0,0,0,985148,916775,68281,18,56,18,3.55798e+09,9.52613e+09,1.30841e+10
4797538,4797103,435,0,0,0,985674,917244,68338,19,53,20,3.55869e+09,9.52769e+09,1.30864e+10
4799665,4799233,432,0,0,0,986194,917746,68356,18,54,20,3.55987e+09,9.52945e+09,1.30893e+10
4801794,4801362,432,0,0,0,986701,918219,68392,18,51,21,3.56105e+09,9.53107e+09,1.30921e+10
4803925,4803494,431,0,0,0,987206,918701,68413,17,53,22,3.56162e+09,9.53273e+09,1.30944e+10
4806057,4805625,431,0,1,0,987724,919173,68459,18,53,21,3.5622e+09,9.53422e+09,1.30964e+10
4808190,4807758,431,0,1,0,988243,919654,68496,19,53,21,3.56255e+09,9.53583e+09,1.30984e+10
4810323,4809894,428,0,1,0,988748,920132,68523,18,53,22,3.56297e+09,9.53744e+09,1.31004e+10
4812458,4812028,429,0,1,0,989248,920587,68563,21,54,23,3.5631e+09,9.53887e+09,1.3102e+10
4814593,4814167,425,0,1,0,989764,921085,68579,17,57,26,3.56361e+09,9.54059e+09,1.31042e+10
4816730,4816306,423,0,1,0,990278,921560,68617,18,57,26,3.56403e+09,9.54212e+09,1.31061e+10
4818868,4818446,422,0,0,0,990792,922034,68656,18,59,25,3.56475e+09,9.54368e+09,1.31084e+10
4821007,4820584,423,0,0,0,991298,922522,68677,17,59,23,3.56545e+09,9.54534e+09,1.31108e+10
4823147,4822724,423,0,0,0,991816,923008,68714,16,56,22,3.56615e+09,9.54697e+09,1.31131e+10
4825288,4824868,420,0,0,0,992335,923461,68778,18,56,22,3.56628e+09,9.54838e+09,1.31147e+10
4827430,4827011,419,0,0,0,992844,923940,68807,17,55,25,3.56656e+09,9.54996e+09,1.31165e+10
4829572,4829156,416,0,0,0,993366,924441,68825,16,59,25,3.567e+09,9.55174e+09,1.31187e+10
4831716,4831301,415,0,0,0,993885,924906,68876,16,57,30,3.56791e+09,9.55326e+09,1.31212e+10
4833862,4833445,417,0,0,0,994392,925396,68897,15,53,31,3.56882e+09,9.55481e+09,1.31236e+10
4836008,4835591,417,0,0,0,994905,925878,68929,14,55,29,3.56952e+09,9.5564e+09,1.31259e+10
4838155,4837738,417,0,0,0,995442,926376,68969,15,54,28,3.57045e+09,9.55805e+09,1.31285e+10
4840303,4839887,416,0,0,0,995954,926858,69000,16,54,26,3.57107e+09,9.55966e+09,1.31307e+10
4842451,4842038,412,0,1,0,996475,927361,69026,13,52,23,3.57127e+09,9.56132e+09,1.31326e+10
4844602,4844187,414,0,1,0,996993,927842,69065,12,52,22,3.57174e+09,9.56283e+09,1.31346e+10
4846753,4846338,414,0,1,0,997506,928336,69087,13,47,23,3.57258e+09,9.56449e+09,1.31371e+10
4848904,4848492,411,0,1,0,998035,928824,69127,15,47,22,3.57372e+09,9.56612e+09,1.31398e+10
4851058,4850646,411,0,1,0,998565,929311,69169,12,51,22,3.57393e+09,9.56767e+09,1.31416e+10
4853212,4852798,413,0,1,0,999088,929791,69204,15,56,22,3.574e+09,9.56927e+09,1.31433e+10
4855368,4854954,413,0,1,0,999618,930263,69264,15,55,21,3.57528e+09,9.57078e+09,1.31461e+10
4857524,4857110,413,0,1,0,1000139,930733,69316,18,51,21,3.5759e+09,9.57226e+09,1.31482e+10
4859681,4859268,413,0,0,0,1000664,931223,69349,18,52,22,3.5766e+09,9.57386e+09,1.31505e+10
4861840,4861429,411,0,0,0,1001164,931704,69366,19,54,21,3.57694e+09,9.57543e+09,1.31524e+10
4863999,4863590,409,0,0,0,1001676,932235,69350,18,55,18,3.57792e+09,9.57733e+09,1.31553e+10
4866160,4865751,409,0,0,0,1002198,932725,69387,11,54,21,3.57826e+09,9.57889e+09,1.31572e+10
4868321,4867914,407,0,0,0,1002723,933212,69423,13,54,21,3.57875e+09,9.58052e+09,1.31593e+10
4870483,4870077,406,0,0,0,1003247,933709,69448,13,57,20,3.5796e+09,9.58219e+09,1.31618e+10
4872647,4872240,407,0,0,0,1003767,934205,69469,14,57,22,3.58e+09,9.58383e+09,1.31638e+10
4874811,4874405,406,0,0,0,1004273,934704,69479,15,54,21,3.58112e+09,9.58543e+09,1.31665e+10
4876977,4876571,406,0,0,0,1004803,935182,69532,15,55,19,3.58118e+09,9.58693e+09,1.31681e+10
4879144,4878738,406,0,0,0,1005320,935668,69564,16,52,20,3.58166e+09,9.58854e+09,1.31702e+10
4881312,4880908,404,0,0,0,1005851,936168,69594,17,56,16,3.58271e+09,9.59015e+09,1.31729e+10
4883481,4883078,403,0,0,0,1006374,936646,69635,16,61,16,3.58278e+09,9.59169e+09,1.31745e+10
4885650,4885246,404,0,0,0,1006909,937144,69677,13,59,16,3.58401e+09,9.59332e+09,1.31773e+10
4887821,4887418,403,0,0,0,1007426,937627,69713,14,59,13,3.58476e+09,9.59487e+09,1.31796e+10
4889993,4889590,403,0,0,0,1007953,938095,69773,13,56,16,3.5851e+09,9.59634e+09,1.31814e+10
4892166,4891764,402,0,0,0,1008478,938595,69793,13,60,17,3.58552e+09,9.59798e+09,1.31835e+10
4894340,4893938,402,0,0,0,1009002,939072,69839,15,59,17,3.58606e+09,9.59947e+09,1.31855e+10
4896515,4896114,401,0,0,0,1009543,939551,69899,16,60,17,3.58654e+09,9.60091e+09,1.31874e+10
4898691,4898290,401,0,0,0,1010067,940038,69937,18,57,17,3.58741e+09,9.60245e+09,1.31899e+10
4900868,4900467,401,0,0,0,1010585,940521,69970,19,58,17,3.58753e+09,9.60397e+09,1.31915e+10
4903046,4902647,399,0,0,0,1011121,941021,70007,20,56,17,3.58875e+09,9.60562e+09,1.31944e+10
4905224,4904828,396,0,0,0,1011650,941524,70030,21,58,17,3.58894e+09,9.60729e+09,1.31962e+10
4907404,4907007,397,0,0,0,1012176,942010,70071,19,58,18,3.58921e+09,9.60879e+09,1.3198e+10
4909585,4909188,397,0,0,0,1012695,942468,70132,22,57,16,3.58974e+09,9.61011e+09,1.31998e+10
4911768,4911374,394,0,0,0,1013217,942950,70174,16,59,18,3.58981e+09,9.61162e+09,1.32014e+10
4913951,4913559,392,0,0,0,1013746,943470,70192,17,52,15,3.59126e+09,9.61328e+09,1.32045e+10
4916135,4915743,392,0,0,0,1014265,943952,70228,15,54,16,3.59208e+09,9.61474e+09,1.32068e+10
4918319,4917928,391,0,0,0,1014787,944434,70267,17,56,13,3.59256e+09,9.6162e+09,1.32088e+10
4920504,4920114,390,0,0,0,1015310,944925,70297,17,57,14,3.59303e+09,9.61775e+09,1.32108e+10
4922692,4922302,390,0,0,0,1015835,945427,70321,19,54,14,3.5937e+09,9.61951e+09,1.32132e+10
4924878,4924491,387,0,0,0,1016352,945915,70351,17,53,16,3.59431e+09,9.62099e+09,1.32153e+10
4927068,4926685,383,0,0,0,1016880,946400,70394,18,52,16,3.59478e+09,9.62253e+09,1.32173e+10
4929258,4928876,382,0,0,0,1017397,946899,70412,15,54,17,3.59511e+09,9.62407e+09,1.32192e+10
4931449,4931068,381,0,0,0,1017919,947384,70449,16,52,18,3.59624e+09,9.62553e+09,1.32218e+10
4933642,4933261,381,0,0,0,1018447,947869,70489,13,57,19,3.59697e+09,9.62695e+09,1.32239e+10
4935835,4935456,379,0,0,0,1018973,948341,70540,14,58,20,3.59718e+09,9.6284e+09,1.32256e+10
4938029,4937651,378,0,0,0,1019496,948816,70588,15,57,20,3.59796e+09,9.62983e+09,1.32278e+10
4940224,4939847,377,0,0,0,1020041,949283,70668,14,53,23,3.59869e+09,9.63113e+09,1.32298e+10
4942421,4942045,376,0,0,0,1020565,949782,70688,14,57,24,3.59901e+09,9.63272e+09,1.32317e+10
4944618,4944244,374,0,0,0,1021087,950270,70722,13,57,25,3.59946e+09,9.63419e+09,1.32336e+10
4946816,4946443,373,0,0,0,1021613,950762,70756,15,55,25,3.60032e+09,9.63569e+09,1.3236e+10
4949016,4948644,372,0,0,0,1022141,951231,70818,16,53,23,3.60128e+09,9.63699e+09,1.32383e+10
4951217,4950844,373,0,0,0,1022661,951730,70834,19,55,23,3.60174e+09,9.6386e+09,1.32403e+10
4953419,4953046,373,0,0,0,1023178,952207,70874,18,57,22,3.60206e+09,9.63997e+09,1.3242e+10
4955622,4955253,369,0,0,0,1023712,952664,70953,19,53,23,3.6029e+09,9.64127e+09,1.32442e+10
4957826,4957458,368,0,0,0,1024232,953151,70981,19,58,23,3.60322e+09,9.64278e+09,1.3246e+10
4960031,4959663,368,0,0,0,1024779,953648,71029,18,59,25,3.60334e+09,9.64438e+09,1.32477e+10
4962237,4961868,369,0,0,0,1025311,954157,71050,18,61,25,3.6034e+09,9.64598e+09,1.32494e+10
4964443,4964075,368,0,0,0,1025835,954649,71079,16,65,26,3.60372e+09,9.6475e+09,1.32512e+10
4966651,4966283,368,0,0,0,1026356,955141,71108,17,65,25,3.60416e+09,9.64903e+09,1.32532e+10
4968860,4968492,368,0,0,0,1026882,955607,71164,17,68,26,3.60461e+09,9.65032e+09,1.32549e+10
4971071,4970702,369,0,0,0,1027401,956071,71223,19,63,25,3.60518e+09,9.65163e+09,1.32568e+10
4973282,4972913,369,0,0,0,1027920,956559,71254,20,60,27,3.60595e+09,9.65308e+09,1.3259e+10
4975495,4975127,368,0,0,0,1028448,957054,71293,18,55,28,3.60639e+09,9.65456e+09,1.3261e+10
4977707,4977340,367,0,0,0,1028982,957569,71311,18,57,27,3.6067e+09,9.65618e+09,1.32629e+10
4979922,4979555,367,0,0,0,1029496,958076,71315,18,58,29,3.6078e+09,9.65771e+09,1.32655e+10
4982138,4981770,368,0,0,0,1030011,958569,71335,19,58,30,3.60812e+09,9.65918e+09,1.32673e+10
4984353,4983986,367,0,0,0,1030534,959058,71369,20,57,30,3.60849e+09,9.66065e+09,1.32691e+10
4986570,4986205,365,0,0,0,1031067,959557,71405,22,55,28,3.60906e+09,9.66215e+09,1.32712e+10
4988788,4988425,363,0,0,0,1031605,960059,71440,19,57,30,3.60925e+09,9.66371e+09,1.3273e+10
4991007,4990647,360,0,0,0,1032142,960563,71474,17,59,29,3.60962e+09,9.66527e+09,1.32749e+10
4993227,4992866,361,0,0,0,1032666,961039,71520,19,59,29,3.61021e+09,9.66663e+09,1.32768e+10
4995448,4995090,358,0,0,0,1033190,961515,71570,19,60,26,3.61058e+09,9.66797e+09,1.32785e+10
4997671,4997314,357,0,0,0,1033714,962029,71579,20,61,25,3.61095e+09,9.66966e+09,1.32806e+10
4999895,4999537,358,0,0,0,1034246,962532,71609,18,63,24,3.61139e+09,9.67116e+09,1.32826e+10
5002120,5001761,359,0,0,0,1034781,963017,71664,19,60,21,3.61228e+09,9.6726e+09,1.32849e+10
5004346,5003990,356,0,0,0,1035317,963520,71694,17,65,21,3.61286e+09,9.67417e+09,1.3287e+10
5006573,5006216,357,0,0,0,1035849,964010,71737,15,66,21,3.61381e+09,9.67557e+09,1.32894e+10
5008801,5008445,356,0,0,0,1036372,964514,71761,11,66,20,3.61412e+09,9.67709e+09,1.32912e+10
5011030,5010674,355,0,1,0,1036911,965002,71808,13,68,20,3.61454e+09,9.6785e+09,1.3293e+10
5013261,5012906,354,0,1,0,1037443,965481,71857,13,74,18,3.61529e+09,9.67986e+09,1.32952e+10
5015492,5015134,357,0,1,0,1037968,965971,71895,11,72,19,3.61591e+09,9.68128e+09,1.32972e+10
5017725,5017366,358,0,1,0,1038501,966482,71915,14,70,20,3.61635e+09,9.68288e+09,1.32992e+10
5019956,5019595,359,0,2,0,1039031,966986,71939,16,72,18,3.61717e+09,9.68442e+09,1.33016e+10
5022191,5021832,357,0,2,0,1039558,967501,71951,17,70,19,3.61786e+09,9.68605e+09,1.33039e+10
5024426,5024068,357,0,1,0,1040096,967982,72006,17,71,20,3.61841e+09,9.68746e+09,1.33059e+10
5026663,5026304,358,0,1,0,1040625,968507,72007,18,74,19,3.6191e+09,9.6891e+09,1.33082e+10
5028899,5028542,356,0,1,0,1041157,969020,72023,17,74,23,3.61959e+09,9.69071e+09,1.33103e+10
5031137,5030780,356,0,1,0,1041693,969521,72052,17,78,25,3.61984e+09,9.69221e+09,1.33121e+10
5033377,5033022,354,0,1,0,1042223,970039,72067,17,76,24,3.62071e+09,9.69381e+09,1.33145e+10
5035617,5035263,353,0,1,0,1042749,970551,72081,17,77,23,3.62153e+09,9.69539e+09,1.33169e+10
5037859,5037506,352,0,1,0,1043283,971064,72099,17,79,24,3.62196e+09,9.69701e+09,1.3319e+10
5040102,5039747,354,0,1,0,1043817,971559,72146,16,74,22,3.62336e+09,9.69843e+09,1.33218e+10
5042346,5041992,354,0,0,0,1044350,972043,72198,19,67,23,3.62453e+09,9.69981e+09,1.33243e+10
5044592,5044238,354,0,0,0,1044896,972549,72243,17,65,22,3.62481e+09,9.70129e+09,1.33261e+10
5046838,5046486,352,0,0,0,1045420,973046,72271,17,64,22,3.62536e+09,9.70274e+09,1.33281e+10
5049086,5048734,352,0,0,0,1045952,973537,72315,17,63,20,3.62622e+09,9.70409e+09,1.33303e+10
5051334,5050983,351,0,0,0,1046489,974016,72374,17,61,21,3.62678e+09,9.7054e+09,1.33322e+10
5053584,5053233,351,0,0,0,1047022,974517,72405,18,59,23,3.62744e+09,9.70681e+09,1.33342e+10
5055834,5055483,351,0,0,0,1047541,975060,72384,15,56,26,3.62805e+09,9.70855e+09,1.33366e+10
5058086,5057738,348,0,0,0,1048090,975556,72440,14,55,25,3.62847e+09,9.70995e+09,1.33384e+10
5060338,5059991,347,0,0,0,1048627,976058,72476,14,56,23,3.62919e+09,9.71132e+09,1.33405e+10
5062592,5062246,346,0,0,0,1049164,976507,72562,15,55,25,3.62986e+09,9.71249e+09,1.33424e+10
5064847,5064501,346,0,0,0,1049699,976996,72607,16,55,25,3.63003e+09,9.7138e+09,1.33438e+10
5067103,5066759,344,0,0,0,1050227,977496,72638,17,53,23,3.63049e+09,9.71523e+09,1.33457e+10
5069360,5069016,344,0,0,0,1050755,978005,72655,18,50,27,3.63116e+09,9.7167e+09,1.33479e+10
5071618,5071273,345,0,0,0,1051294,978511,72689,19,50,25,3.6317e+09,9.71818e+09,1.33499e+10
5073877,5073532,345,0,0,0,1051835,979006,72734,18,53,24,3.63186e+09,9.71947e+09,1.33513e+10
5076137,5075790,347,0,0,0,1052374,979530,72756,17,50,21,3.63258e+09,9.72106e+09,1.33536e+10
5078398,5078052,346,0,0,0,1052915,980006,72820,17,50,22,3.63282e+09,9.7223e+09,1.33551e+10
5080660,5080314,346,0,0,0,1053461,980503,72867,17,53,21,3.63306e+09,9.72369e+09,1.33568e+10
5082923,5082577,346,0,0,0,1053994,980999,72905,17,49,24,3.63409e+09,9.72501e+09,1.33591e+10
5085186,5084840,346,0,0,0,1054533,981512,72939,13,45,24,3.63497e+09,9.72639e+09,1.33614e+10
5087451,5087106,345,0,0,0,1055071,982020,72968,14,45,24,3.63539e+09,9.72778e+09,1.33632e+10
5089718,5089375,343,0,0,0,1055613,982501,73031,15,43,23,3.63592e+09,9.72903e+09,1.3365e+10
5091985,5091644,341,0,0,0,1056153,983018,73054,15,43,23,3.63663e+09,9.73052e+09,1.33672e+10
5094253,5093913,340,0,0,0,1056709,983547,73080,15,43,24,3.63682e+09,9.73209e+09,1.33689e+10
5096522,5096185,337,0,0,0,1057254,984056,73117,13,44,24,3.63692e+09,9.73354e+09,1.33705e+10
5098793,5098459,334,0,0,0,1057800,984554,73170,15,40,21,3.63787e+09,9.73487e+09,1.33727e+10
5101064,5100732,332,0,0,0,1058330,985081,73167,13,47,22,3.63792e+09,9.73641e+09,1.33743e+10
5103337,5103009,328,0,0,0,1058875,985583,73218,11,43,20,3.63881e+09,9.73775e+09,1.33766e+10
5105610,5105283,327,0,0,0,1059420,986101,73238,13,47,21,3.63905e+09,9.73924e+09,1.33783e+10
5107885,5107560,325,0,0,0,1059965,986624,73258,13,48,22,3.63926e+09,9.74075e+09,1.338e+10
5110161,5109836,325,0,0,0,1060512,987143,73281,14,52,22,3.63926e+09,9.74223e+09,1.33815e+10
5112438,5112115,322,0,1,0,1061042,987693,73259,16,51,23,3.63932e+09,9.74392e+09,1.33832e+10
5114717,5114392,324,0,1,0,1061575,988226,73256,17,51,25,3.63968e+09,9.74552e+09,1.33852e+10
5116996,5116672,323,0,1,0,1062120,988722,73304,19,53,22,3.64009e+09,9.74686e+09,1.3387e+10
5119277,5118954,322,0,1,0,1062677,989221,73363,19,52,22,3.64056e+09,9.74819e+09,1.33888e+10
5121558,5121236,321,0,1,0,1063217,989707,73414,20,53,23,3.64056e+09,9.7495e+09,1.33901e+10
5123841,5123517,323,0,1,0,1063781,990209,73470,20,58,24,3.64066e+09,9.75087e+09,1.33915e+10
5126124,5125800,323,0,1,0,1064324,990708,73511,21,59,25,3.64083e+09,9.75224e+09,1.33931e+10
5128409,5128083,325,0,1,0,1064878,991226,73548,22,59,23,3.64147e+09,9.75376e+09,1.33952e+10
5130692,5130368,323,0,1,0,1065422,991755,73565,22,57,23,3.64193e+09,9.75526e+09,1.33972e+10
5132979,5132654,324,0,1,0,1065968,992275,73591,23,54,25,3.64268e+09,9.75672e+09,1.33994e+10
5135267,5134943,323,0,1,0,1066502,992785,73612,23,58,24,3.64289e+09,9.75816e+09,1.3401e+10
5137556,5137232,323,0,1,0,1067037,993297,73636,22,56,26,3.64358e+09,9.75956e+09,1.34031e+10
5139846,5139523,322,0,1,0,1067567,993796,73671,22,54,24,3.64409e+09,9.76088e+09,1.3405e+10
5142137,5141813,323,0,1,0,1068088,994297,73692,19,57,23,3.64478e+09,9.76216e+09,1.34069e+10
5144430,5144105,324,0,1,0,1068626,994799,73728,18,57,24,3.64542e+09,9.76345e+09,1.34089e+10
5146723,5146398,324,0,1,0,1069172,995317,73756,17,57,25,3.64575e+09,9.76489e+09,1.34106e+10
5149016,5148691,324,0,1,0,1069718,995848,73769,19,59,23,3.64639e+09,9.76637e+09,1.34128e+10
5151311,5150985,325,0,1,0,1070269,996368,73808,19,53,21,3.64688e+09,9.76783e+09,1.34147e+10
5153608,5153283,324,0,1,0,1070819,996900,73827,18,56,18,3.64751e+09,9.76932e+09,1.34168e+10
5155905,5155583,321,0,1,0,1071363,997405,73865,18,57,18,3.64818e+09,9.77066e+09,1.34188e+10
5158204,5157883,320,0,1,0,1071914,997932,73889,17,58,18,3.64874e+09,9.77214e+09,1.34209e+10
5160504,5160183,320,0,1,0,1072450,998459,73900,18,56,17,3.64912e+09,9.7736e+09,1.34227e+10
5162805,5162485,319,0,1,0,1072997,998998,73905,16,60,18,3.64957e+09,9.7752e+09,1.34248e+10
5165107,5164788,318,0,1,0,1073542,999532,73920,13,59,18,3.65055e+09,9.7767e+09,1.34272e+10
5167410,5167092,317,0,1,0,1074086,1000037,73960,14,58,17,3.65065e+09,9.77806e+09,1.34287e+10
5169714,5169399,314,0,1,0,1074625,1000531,74003,12,60,19,3.65103e+09,9.77933e+09,1.34304e+10
5172019,5171703,316,0,0,0,1075173,1001054,74028,14,58,19,3.65188e+09,9.78072e+09,1.34326e+10
5174324,5174010,314,0,0,0,1075717,1001583,74044,13,58,19,3.65204e+09,9.7822e+09,1.34342e+10
5176632,5176319,313,0,0,0,1076274,1002105,74084,12,53,20,3.65277e+09,9.78361e+09,1.34364e+10
5178939,5178627,312,0,0,0,1076805,1002591,74126,14,54,20,3.65304e+09,9.78485e+09,1.34379e+10
5181249,5180937,312,0,0,0,1077360,1003108,74159,17,57,19,3.65309e+09,9.78629e+09,1.34394e+10
5183559,5183246,313,0,0,0,1077916,1003607,74212,16,60,21,3.65309e+09,9.78758e+09,1.34407e+10
5185871,5185558,313,0,0,0,1078461,1004150,74218,12,63,18,3.65342e+09,9.78907e+09,1.34425e+10
5188183,5187872,310,0,1,0,1079003,1004669,74248,12,58,16,3.65414e+09,9.79053e+09,1.34447e+10
5190496,5190187,308,0,1,0,1079550,1005189,74276,12,57,16,3.65441e+09,9.79198e+09,1.34464e+10
5192812,5192502,309,0,1,0,1080094,1005727,74285,13,54,15,3.65513e+09,9.79347e+09,1.34486e+10
5195127,5194818,308,0,1,0,1080647,1006256,74308,14,55,14,3.65592e+09,9.79489e+09,1.34508e+10
5197445,5197135,309,0,1,0,1081197,1006753,74359,14,56,15,3.65619e+09,9.79606e+09,1.34523e+10
5199763,5199450,312,0,1,0,1081761,1007253,74426,15,56,11,3.6568e+09,9.7973e+09,1.34541e+10
5202083,5201771,311,0,1,0,1082311,1007753,74474,17,55,12,3.65708e+09,9.79859e+09,1.34557e+10
5204403,5204089,313,0,1,0,1082852,1008295,74473,17,53,14,3.65769e+09,9.8001e+09,1.34578e+10
5206725,5206410,314,0,1,0,1083400,1008791,74528,17,53,11,3.65842e+09,9.80136e+09,1.34598e+10
5209048,5208732,315,0,1,0,1083956,1009312,74567,15,51,11,3.65884e+09,9.8027e+09,1.34615e+10
5211372,5211054,317,0,1,0,1084493,1009857,74561,16,46,13,3.65909e+09,9.80423e+09,1.34633e+10
5213696,5213379,316,0,1,0,1085052,1010355,74620,16,47,14,3.65914e+09,9.80552e+09,1.34647e+10
5216022,5215705,316,0,1,0,1085606,1010886,74643,13,50,14,3.65968e+09,9.80691e+09,1.34666e+10
5218349,5218035,313,0,1,0,1086152,1011425,74653,14,48,12,3.66063e+09,9.80843e+09,1.34691e+10
5220678,5220367,311,0,0,0,1086697,1011938,74682,15,50,12,3.66111e+09,9.8097e+09,1.34708e+10
5223007,5222699,308,0,0,0,1087233,1012439,74718,15,48,13,3.66143e+09,9.81092e+09,1.34724e+10
5225338,5225030,308,0,0,0,1087781,1012987,74719,13,51,11,3.6617e+09,9.81244e+09,1.34741e+10
5227669,5227361,308,0,0,0,1088345,1013471,74798,13,53,10,3.66254e+09,9.81358e+09,1.34761e+10
5230002,5229693,309,0,0,0,1088891,1014011,74806,13,51,10,3.66347e+09,9.81501e+09,1.34785e+10
5232336,5232028,308,0,0,0,1089451,1014535,74842,10,53,11,3.66367e+09,9.81633e+09,1.348e+10
5234670,5234362,308,0,0,0,1089998,1015050,74873,11,52,12,3.66401e+09,9.81763e+09,1.34816e+10
5237006,5236698,308,0,0,0,1090539,1015573,74892,13,50,11,3.66444e+09,9.81902e+09,1.34835e+10
5239343,5239035,308,0,0,0,1091099,1016088,74942,15,44,10,3.6648e+09,9.82033e+09,1.34851e+10
5241681,5241373,308,0,0,0,1091639,1016598,74967,15,48,11,3.66524e+09,9.8216e+09,1.34868e+10
5244020,5243713,307,0,0,0,1092190,1017105,75012,11,50,12,3.6654e+09,9.82282e+09,1.34882e+10
5246360,5246056,304,0,0,0,1092751,1017634,75039,13,52,13,3.66595e+09,9.82422e+09,1.34902e+10
5248702,5248398,304,0,0,0,1093308,1018175,75053,13,51,16,3.66628e+09,9.82571e+09,1.3492e+10
